ID;Syn;AnswerFungl;AnswerProlog;Question;RQuestion;Types;Fixed
537;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN population)) (PP (IN of) (NP (NP (NNP Tempe)) (NP (NNP Arizona)))))));"answer(population_1(cityid('tempe', 'az')))";"answer(A,(population(B,A),const(B,cityid(tempe,az))))";What is the population of Tempe Arizona;What is the number of people in Tempe Arizona;amount;2
538;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN population)) (PP (IN of) (NP (NNP Texas))))));answer(population_1(stateid('texas')));"answer(A,(population(B,A),const(B,stateid(texas))))";What is the population of Texas;What is the number of people in Texas;amount;2
539;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN population)) (PP (IN of) (NP (NP (DT the) (NN capital)) (PP (IN of) (NP (DT the) (JJS largest) (NN state))))))));answer(population_1(capital(loc_2(largest(state(all))))));"answer(A,(population(B,A),capital(B),loc(B,C),largest(C,state(C))))";What is the population of the capital of the largest state;What is the population of the capital of the largest state;amount;0
540;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN population)) (PP (IN of) (NP (NP (DT the) (NN capital)) (PP (IN of) (NP (NP (DT the) (JJS largest) (NN state)) (SBAR (WHPP (IN through) (WHNP (WDT which))) (S (NP (DT the) (NNP Mississippi)) (VP (VBZ runs)))))))))));answer(population_1(capital(loc_2(largest(state(traverse_1(riverid('mississippi'))))))));"answer(A,(population(B,A),capital(B),loc(B,C),largest(C,(state(C),const(D,riverid(mississippi)),traverse(D,C)))))";What is the population of the capital of the largest state through which the Mississippi runs;What is the population of the capital of the largest state through which the mississippi runs;amount;0
541;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN population)) (PP (IN of) (NP (NP (DT the) (NN capital)) (PP (IN of) (NP (DT the) (JJS smallest) (NN state))))))));answer(population_1(capital(loc_2(smallest(state(all))))));"answer(A,(population(B,A),capital(B),loc(B,C),smallest(C,state(C))))";What is the population of the capital of the smallest state;What is the population of the capital of the smallest state;amount;0
542;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN population)) (PP (IN of) (NP (NP (DT the) (JJS largest) (NN city)) (PP (IN in) (NP (NP (DT the) (NN state)) (PP (IN with) (NP (DT the) (JJS largest) (NN area))))))))));answer(population_1(largest(city(loc_2(largest_one(area_1(state(all))))))));"answer(A,(population(B,A),largest(B,(city(B),loc(B,C),largest(D,(state(C),area(C,D)))))))";What is the population of the largest city in the state with the largest area;What is the population of the largest city in the state with the largest area;amount;0
543;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN population)) (PP (IN of) (NP (DT the) (JJS largest) (NN state))))));answer(population_1(largest(state(all))));"answer(A,(population(B,A),largest(B,state(B))))";What is the population of the largest state;What is the population of the state with the biggest size;amount;0
544;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN population)) (PP (IN of) (NP (NP (DT the) (JJS largest) (NN state)) (SBAR (WHNP (WDT that)) (S (VP (VBZ borders) (NP (NNP Texas))))))))));answer(population_1(largest(state(next_to_2(stateid('texas'))))));"answer(A,(population(B,A),largest(B,(state(B),next_to(B,C),const(C,stateid(texas))))))";What is the population of the largest state that borders Texas;What is the population of the largest state that borders Texas;amount;0
545;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN population)) (PP (IN of) (NP (NP (DT the) (JJ major) (NNS cities)) (PP (IN in) (NP (NNP Wisconsin))))))));answer(population_1(major(city(loc_2(stateid('wisconsin'))))));"answer(A,(population(B,A),major(B),city(B),loc(B,C),const(C,stateid(wisconsin))))";What is the population of the major cities in Wisconsin;What is the population of the major cities in Wisconsin;amount;1
546;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN population)) (PP (IN of) (NP (DT the) (JJS smallest) (NN state))))));answer(smallest(population_1(state(all))));"answer(A,smallest(A,(population(B,A),state(B))))";What is the population of the smallest state;What is the population of the smallest state;amount;0
547;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN population)) (PP (IN of) (NP (NP (DT the) (NN state)) (SBAR (WHNP (WDT that)) (S (VP (VBZ borders) (NP (DT the) (JJS most) (NNS states))))))))));answer(population_1(most(state(next_to_2(state(all))))));"answer(A,(population(B,A),most(B,C,(state(B),next_to(B,C),state(C)))))";What is the population of the state that borders the most states;What is the population of the state that borders the most states;amount;0
548;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN population)) (PP (IN of) (NP (NP (DT the) (NN state)) (PP (IN with) (NP (DT the) (JJS highest) (NN population) (NN density))))))));answer(population_1(largest_one(density_1(state(all)))));"answer(A,(population(B,A),largest(C,(state(B),density(B,C)))))";What is the population of the state with the highest population density;What is the population of the state with the highest population density;amount;0
549;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN population)) (PP (IN of) (NP (NP (DT the) (NN state)) (PP (IN with) (NP (DT the) (JJS largest) (NN area))))))));answer(population_1(largest_one(area_1(state(all)))));"answer(A,(population(B,A),largest(C,(state(B),area(B,C)))))";What is the population of the state with the largest area;What is the population of the state with the largest size;amount;0
550;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN population)) (PP (IN of) (NP (NNP Tucson))))));"answer(population_1(cityid('tucson', _)))";"answer(A,(population(B,A),const(B,cityid(tucson,_))))";What is the population of Tucson;What is the number of people in Tucson;amount;2
551;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN population)) (PP (IN of) (NP (NNP Utah))))));answer(population_1(stateid('utah')));"answer(A,(population(B,A),const(B,stateid(utah))))";What is the population of Utah;What is the number of people in Utah;amount;2
552;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN population)) (PP (IN of) (NP (NNP Washington))))));answer(population_1(stateid('washington')));"answer(A,(population(B,A),const(B,stateid(washington))))";What is the population of Washington;What is the number of people in Washington;amount;2
553;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN population)) (PP (IN of) (NP (NP (NNP Washington)) (NP (NNP DC)))))));"answer(population_1(cityid('washington', 'dc')))";"answer(A,(population(B,A),const(B,cityid(washington,dc))))";What is the population of Washington DC;What is the number of people in Washington DC;amount;2
554;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN river)) (SBAR (WHNP (WDT that)) (S (VP (VBP cross) (PP (IN over) (NP (NNP Ohio)))))))));answer(river(traverse_2(stateid('ohio'))));"answer(A,(river(A),traverse(A,B),const(B,stateid(ohio))))";What is the river that cross over Ohio;Which river intersects with ohio;amount;1
555;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (DT the) (JJS shortest) (NN river))));answer(shortest(river(all)));"answer(A,shortest(A,river(A)))";What is the shortest river;Which river has the shortest length;amount;1
556;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (JJS shortest) (NN river)) (PP (IN in) (NP (NNP Alaska))))));answer(shortest(river(loc_2(stateid('alaska')))));"answer(A,shortest(A,(river(A),loc(A,B),const(B,stateid(alaska)))))";What is the shortest river in Alaska;Which river has the shortest length in Alaska;amount;1
557;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (JJS shortest) (NN river)) (PP (IN in) (NP (NNP Iowa))))));answer(shortest(river(loc_2(stateid('iowa')))));"answer(A,shortest(A,(river(A),loc(A,B),const(B,stateid(iowa)))))";What is the shortest river in Iowa;Which river has the shortest length in Iowa;amount;1
558;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (JJS shortest) (NN river)) (PP (IN in) (NP (NNP Nebraska))))));answer(shortest(river(loc_2(stateid('nebraska')))));"answer(A,shortest(A,(river(A),loc(A,B),const(B,stateid(nebraska)))))";What is the shortest river in Nebraska;Which river has the shortest length in Nebraska;amount;1
559;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (JJS shortest) (NN river)) (PP (IN in) (NP (NNP Texas))))));answer(shortest(river(loc_2(stateid('texas')))));"answer(A,shortest(A,(river(A),loc(A,B),const(B,stateid(texas)))))";What is the shortest river in Texas;Which river has the shortest length in Texas;amount;1
560;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (JJS shortest) (NN river)) (PP (IN in) (NP (DT the) (NNP United) (NNPS States))))));answer(shortest(river(loc_2(countryid('usa')))));"answer(A,shortest(A,(river(A),loc(A,B),const(B,countryid(usa)))))";What is the shortest river in the United States;Which river has the shortest length in the United States;amount;1
561;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (JJS shortest) (NN river)) (PP (IN in) (NP (DT the) (NNP US))))));answer(shortest(river(loc_2(countryid('usa')))));"answer(A,shortest(A,(river(A),loc(A,B),const(B,countryid(usa)))))";What is the shortest river in the US;Which river has the shortest length in the US;amount;1
562;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (JJS shortest) (NN river)) (PP (IN in) (NP (DT the) (NNP USA))))));answer(shortest(river(loc_2(countryid('usa')))));"answer(A,shortest(A,(river(A),loc(A,B),const(B,countryid(usa)))))";What is the shortest river in the USA;Which river has the shortest length in the USA;amount;1
563;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN size)) (PP (IN of) (NP (NNP California))))));answer(size(stateid('california')));"answer(A,(size(B,A),const(B,stateid(california))))";What is the size of California;What is the size of california;object;2
564;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN size)) (PP (IN of) (NP (NNP Florida))))));answer(size(stateid('florida')));"answer(A,(size(B,A),const(B,stateid(florida))))";What is the size of Florida;What is the size of florida;object;2
565;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN size)) (PP (IN of) (NP (NNP Texas))))));answer(size(stateid('texas')));"answer(A,(size(B,A),const(B,stateid(texas))))";What is the size of Texas;What is the size of texas;object;2
566;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN size)) (PP (IN of) (NP (NP (DT the) (NN capital)) (PP (IN of) (NP (NNP Texas))))))));answer(size(capital(loc_2(stateid('texas')))));"answer(A,(size(B,A),capital(B),loc(B,C),const(C,stateid(texas))))";What is the size of the capital of Texas;What is the size of the capital in Texas;object;2
567;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (NN size)) (PP (IN of) (NP (NP (DT the) (JJS largest) (NN state)) (PP (IN in) (NP (DT the) (NNP USA))))))));answer(size(largest(state(loc_2(countryid('usa'))))));"answer(A,(size(B,A),largest(B,(state(B),loc(B,C),const(C,countryid(usa))))))";What is the size of the largest state in the USA;What is the size of the largest state in the USA;object;0
568;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (JJS smallest) (NN city)) (PP (IN in) (NP (NNP Alaska))))));answer(smallest(city(loc_2(stateid('alaska')))));"answer(A,smallest(A,(city(A),loc(A,B),const(B,stateid(alaska)))))";What is the smallest city in Alaska;Which city has the fewest population in Alaska;object;2
569;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (JJS smallest) (NN city)) (PP (IN in) (NP (NNP Arkansas))))));answer(smallest(city(loc_2(stateid('arkansas')))));"answer(A,smallest(A,(city(A),loc(A,B),const(B,stateid(arkansas)))))";What is the smallest city in Arkansas;Which city has the fewest population in Arkansas;object;2
570;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (JJS smallest) (NN city)) (PP (IN in) (NP (NNP Hawaii))))));answer(smallest(city(loc_2(stateid('hawaii')))));"answer(A,smallest(A,(city(A),loc(A,B),const(B,stateid(hawaii)))))";What is the smallest city in Hawaii;Which city has the fewest population in Hawaii;object;2
571;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (JJS smallest) (NN city)) (PP (IN in) (NP (DT the) (JJS largest) (NN state))))));answer(smallest(city(loc_2(largest(state(all))))));"answer(A,smallest(A,(city(A),loc(A,B),largest(B,state(B)))))";What is the smallest city in the largest state;Which city has the fewest population in the largest state;object;0
572;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (JJS smallest) (NN city)) (PP (IN in) (NP (DT the) (NNP US))))));answer(smallest(city(loc_2(countryid('usa')))));"answer(A,smallest(A,(city(A),loc(A,B),const(B,countryid(usa)))))";What is the smallest city in the US;Which city has the fewest population in the US;object;2
573;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (JJS smallest) (NN city)) (PP (IN in) (NP (DT the) (NNP USA))))));answer(smallest(city(loc_2(countryid('usa')))));"answer(A,smallest(A,(city(A),loc(A,B),const(B,countryid(usa)))))";What is the smallest city in the USA;Which city has the fewest population in the USA;object;2
574;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (JJS smallest) (NN city)) (PP (IN in) (NP (NNP Washington))))));answer(smallest(city(loc_2(stateid('washington')))));"answer(A,smallest(A,(city(A),loc(A,B),const(B,stateid(washington)))))";What is the smallest city in Washington;Which city has the fewest population in Washington;object;2
575;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (JJS smallest) (NN city)) (PP (IN of) (NP (NP (DT the) (JJS smallest) (NN state)) (PP (IN in) (NP (DT the) (NNP US))))))));answer(smallest(city(loc_2(smallest(state(loc_2(countryid('usa'))))))));"answer(A,smallest(A,(city(A),loc(A,B),smallest(B,(state(B),loc(B,C),const(C,countryid(usa)))))))";What is the smallest city of the smallest state in the US;Which city has the fewest population of the smallest state in the US;object;0
576;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (JJS smallest) (NN state)) (VP (VBG bordering) (NP (NNP Ohio))))));answer(smallest(state(next_to_2(stateid('ohio')))));"answer(A,smallest(A,(state(A),next_to(A,B),const(B,stateid(ohio)))))";What is the smallest state bordering Ohio;Which state has the fewest population and intersects with ohio;object;0
577;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (JJS smallest) (NN state)) (VP (VBG bordering) (NP (NNP Wyoming))))));answer(smallest(state(next_to_2(stateid('wyoming')))));"answer(A,smallest(A,(state(A),next_to(A,B),const(B,stateid(wyoming)))))";What is the smallest state bordering Wyoming;Which state has the fewest population and intersects with wyoming;object;0
578;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (JJS smallest) (NN state)) (PP (IN by) (NP (NN area))))));answer(smallest_one(area_1(state(all))));"answer(A,smallest(B,(state(A),area(A,B))))";What is the smallest state by area;Which state has the smallest size;object;2
579;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (JJS smallest) (NN state)) (PP (IN in) (NP (DT the) (NNP USA))))));answer(smallest(state(loc_2(countryid('usa')))));"answer(A,smallest(A,(state(A),loc(A,B),const(B,countryid(usa)))))";What is the smallest state in the USA;Which state has the fewest population in the USA;object;2
580;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (JJS smallest) (NN state)) (SBAR (WHNP (WDT that)) (S (VP (VBZ borders) (NP (NNP Texas))))))));answer(smallest(state(next_to_2(stateid('texas')))));"answer(A,smallest(A,(state(A),next_to(A,B),const(B,stateid(texas)))))";What is the smallest state that borders Texas;Which state has the fewest population and intersects with texas;object;0
581;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (JJS smallest) (NN state)) (SBAR (WHNP (WDT that)) (S (VP (VBZ borders) (NP (DT the) (JJS most) (NNS states))))))));answer(smallest(most(state(next_to_2(state(all))))));"answer(A,smallest(A,most(A,B,(state(A),next_to(A,B),state(B)))))";What is the smallest state that borders the most states;Which state has the fewest population and intersects with the most states;object;0
582;(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (DT the) (JJS smallest) (NN state)) (SBAR (WHNP (WDT that)) (S (NP (DT the) (NNP Mississippi) (NN river)) (VP (VBZ runs) (PP (IN through))))))));answer(smallest(state(traverse_1(river(riverid('mississippi'))))));"answer(A,smallest(A,(state(A),const(B,riverid(mississippi)),river(B),traverse(B,A))))";What is the smallest state that the Mississippi river runs through;Which state has the fewest population and intersects with the mississippi river;object;0
